Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Amanaye †	BENCH	BANCO			2584		
Amanaye †	BIG	GRANDE		SPATIAL RELATIONS	1202		
Amanaye †	BIRD	PÁSSARO		ANIMALS	937		
Amanaye †	BITE	MORDER		BODY	1403		
Amanaye †	BLACK	PRETO		SENSE PERCEPTION	163		
Amanaye †	BLOOD	SANGUE		BODY	946		
Amanaye †	BLOW	SOPRAR		MOTION	176		
Amanaye †	BLUE	AZUL		SENSE PERCEPTION	837		
Amanaye †	BONE	OSSO		BODY	1394		
Amanaye †	BOW	ARCO		WARFARE AND HUNTING	994		
Amanaye †	BOY	MENINO		KINSHIP	1366		
Amanaye †	BRANCH	GALHO		AGRICULTURE AND VEGETATION	1531		
Amanaye †	BRAZIL NUT	CASTANHA DO PARÁ		FOOD AND DRINK			
Amanaye †	BREAK	QUEBRAR / ROMPER		BASIC ACTIONS AND TECHNOLOGY	3020		
Amanaye †	BREAST	SEIO		BODY	1402		
Amanaye †	BREATHE	RESPIRAR		BODY	1407		
Amanaye †	BROTHER	IRMÃO		KINSHIP	1262		
Amanaye †	BURN (INTR)	QUEIMAR		PHYSICAL WORLD	2102		
Amanaye †	BURN (TR)	QUEIMAR		PHYSICAL WORLD	141		
Amanaye †	BURY	ENTERRAR		BODY	1719		
Amanaye †	BUTTOCKS	NÁDEGAS		BODY	834		
Amanaye †	SLASH / GARDEN	ROÇA		AGRICULTURE AND VEGETATION	201		
Amanaye †	BUTTERFLY	BORBOLETA		ANIMALS	1791		
Amanaye †	CALABASH / GOURD	CABAÇA, CUIA		AGRICULTURE AND VEGETATION	411		
Amanaye †	CANOE	CANOA		MOTION	1970		
Amanaye †	CAPUCHIN MONKEY	MACACO PREGO		ANIMALS			
Amanaye †	CAPYBARA	CAPIVARA		ANIMALS	314		
Amanaye †	CARÁ ROOT / YAM	INHAME		AGRICULTURE AND VEGETATION	410		
Amanaye †	CHIEF / MASTER / OWNER	CHEFE / CACIQUE		SOCIAL AND POLITICAL RELATIONS	2394		
Amanaye †	CASHEW	CAJU		FOOD AND DRINK	2441		
Amanaye †	CHILD	CRIANÇA		KINSHIP	2099		
Amanaye †	CICADA	CIGARRA		ANIMALS	2353		
Amanaye †	CLAW	GARRA		BODY	2128		
Amanaye †	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Amanaye †	CLOUD	NUVEM		PHYSICAL WORLD	1489		
Amanaye †	COATI	QUATI		ANIMALS	2389		
Amanaye †	COCKROACH	BARATA		ANIMALS	1575		
Amanaye †	COCOA	CACAU		AGRICULTURE AND VEGETATION	2442		
Amanaye †	COLD	FRIO		SENSE PERCEPTION	1287		
Amanaye †	COME	VIR		MOTION	1446		
Amanaye †	COMB	PENTE		CLOTHING AND GROOMING	1475		
Amanaye †	CORN / MAIZE	MILHO		AGRICULTURE AND VEGETATION	3686		
Amanaye †	COTTON	ALGODÃO		CLOTHING AND GROOMING	1850		
Amanaye †	CRAB	CARANGUEIJO		ANIMALS	2348		
Amanaye †	CRICKET (ZOOL)	GRILO		ANIMALS	2354		
Amanaye †	CRY	CHORAR		EMOTIONS AND VALUES	1839		
Amanaye †	CURASSOW	MUTUM		ANIMALS	315		
Amanaye †	CUT	CORTAR		BASIC ACTIONS AND TECHNOLOGY	1432		
Amanaye †	DANCE	DANÇAR		MOTION	1579		
Amanaye †	DAUGHTER OF WOMAN	FILHA DE MULHER		KINSHIP	1357		
Amanaye †	DAUGHTER OF MAN	FILHA DE HOMEM		KINSHIP	1357		
Amanaye †	DAY	DIA		TIME	1260		
Amanaye †	DEER	VEADO		ANIMALS	1936		
Amanaye †	DEFECATE	DEFECAR		BODY	676		
Amanaye †	DIE	MORRER		BODY	1494		
Amanaye †	DIG	CAVAR		AGRICULTURE AND VEGETATION	1418		
Amanaye †	DIGGING STICK			AGRICULTURE AND VEGETATION	339		
Amanaye †	DIRTY	SUJO		SENSE PERCEPTION	1230		
Amanaye †	DO / MAKE	FAZER		BASIC ACTIONS AND TECHNOLOGY	813		
Amanaye †	DOG	CACHORRO / CÃO		ANIMALS	2009		
Amanaye †	DOOR	PORTA		THE HOUSE	1567		
Amanaye †	DRAW / PAINT	PINTAR / DESENHAR		BASIC ACTIONS AND TECHNOLOGY	3122		
Amanaye †	DRESS UP	VESTIR(-SE)		CLOTHING AND GROOMING	814		
Amanaye †	DRINK (V)	BEBER		FOOD AND DRINK	1401		
Amanaye †	DRY	SECAR		BASIC ACTIONS AND TECHNOLOGY	1786		
Amanaye †	DRY (STATE)	SECO		SENSE PERCEPTION	1398		
Amanaye †	EARTH / LAND	TERRA / PAÍS		PHYSICAL WORLD	3603		
Amanaye †	EAR	ORELHA		BODY	1247		
Amanaye †	EAT (INTR.)	COMER		FOOD AND DRINK	1336		
Amanaye †	EAT (TR.)	COMER		FOOD AND DRINKFOOD AND DRINK	1336		
Amanaye †	EGG	OVO		FOOD AND DRINK	744		
Amanaye †	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ		ANIMALS	2443		
Amanaye †	ENTER	ENTRAR		MOTION	749		
Amanaye †	EYE	OLHO		BODY	1248		
Amanaye †	FACE	CARA / ROSTO / FACE		BODY	1560		
Amanaye †	FALL	CAIR		MOTION	1280		
Amanaye †	FAR	LONGE		SPATIAL RELATIONS	1406		
Amanaye †	FAT / GREASE	GORDURA		FOOD AND DRINK	1282		
Amanaye †	FATHER	PAI		KINSHIP	1217		
Amanaye †	FEAR / BE AFRAID	TEMER / TERMEDO		EMOTIONS AND VALUES	1419		
Amanaye †	FEATHER	PENA / PLUMA		BODY	1201		
Amanaye †	FINGER	DEDO		BODY	1303		
Amanaye †	FIRE	FOGO		PHYSICAL WORLD	221		
Amanaye †	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO		ANIMALS	206		
Amanaye †	FIREWOOD	LENHA		PHYSICAL WORLD	10		
Amanaye †	FISH	PEIXE		ANIMALS	227		
Amanaye †	FISHHOOK	ANZOL		WARFARE AND HUNTING	1074		
Amanaye †	FLAT	PLANO / LISO		SPATIAL RELATIONS	1633		
Amanaye †	FLEA / CHIGGER	PULGA		ANIMALS	232		
Amanaye †	FLESH / MEAT	CARNE		FOOD AND DRINK	2615		
Amanaye †	FLOUR	FARINHA		FOOD AND DRINK	1594		
Amanaye †	FLOWER	FLOR		AGRICULTURE AND VEGETATION	239		
Amanaye †	FLY	VOAR		MOTION	1441		
Amanaye †	FLY (INSECT)	MOSCA		ANIMALS	1504		
Amanaye †	FOOD	COMIDA		FOOD AND DRINK	256		
Amanaye †	FOOT	PÉ		BODY	1301		
Amanaye †	FORGET	ESQUECER		COGNITION	1523		
Amanaye †	FOUR	QUATRO		QUANTITY	1500		
Amanaye †	FROG / TOAD	SAPO		ANIMALS	503		
Amanaye †	FRUIT	FRUTA		FOOD AND DRINK	1507		
Amanaye †	FULL	CHEIO		QUANTITY	1429		
Amanaye †	GATHER	(A)JUNTAR / RECOLHER		SPATIAL RELATIONS	7		
Amanaye †	GENIPA	JENIPAPO / GENIPA		AGRICULTURE AND VEGETATION			
Amanaye †	GIRL	MENINA		KINSHIP	1646		
Amanaye †	GIVE	DAR		POSSESSION	1447		
Amanaye †	GNAT / PIUM	MOSQUITO / PERNILONGO / BORRACHUDO		ANIMALS			
Amanaye †	GO	IR		MOTION	695		
Amanaye †	GO UP	SUBIR		MOTION	705		
Amanaye †	GOOD / WELL	BOM / BEM		EMOTIONS AND VALUES	1035		
Amanaye †	GRANDFATHER	AVÔ		KINSHIP	1383		
Amanaye †	GRASS	GRAMA		AGRICULTURE AND VEGETATION	606		
Amanaye †	GREEN	VERDE		SENSE PERCEPTION	1425 / 2382		
Amanaye †	GROW	CRESCER		SPATIAL RELATIONS	479		
Amanaye †	GREEN IGUANA	CAMALEÃO		ANIMALS	1578		
Amanaye †	GUAN / JACU	JACÚ		ANIMALS	437		
Amanaye †	HAIR	CABELO		BODY	2648		
Amanaye †	HAMMOCK	REDE		HOUSE	2019		
Amanaye †	HAND	MÃO		BODY	1277		
Amanaye †	HAPPY	FELIZ / CONTENTE		EMOTIONS AND VALUES	1495		
Amanaye †	HAWK	GAVIÃO		ANIMALS	307		
Amanaye †	HEAD	CABEÇA		BODY	1256		
Amanaye †	HEAL	CURAR / SARAR		BODY	499		
Amanaye †	HEAR / LISTEN	ESCUTAR / OUVIR		SENSE PERCEPTION	1408 / 1608		
Amanaye †	HEART	CORAÇÃO		BODY	1223		
Amanaye †	HEAVY	PESADO		SENSE PERCEPTION	1210		
Amanaye †	HEDGEHOG	OURIÇO / PORCO-ESPINHO		ANIMALS	1797		
Amanaye †	HELP	AJUDAR		SOCIAL AND POLITICAL RELATIONS	1897		
Amanaye †	HEN / CHICKEN	GALINHA		ANIMALS	1318		
Amanaye †	HERE	AQUI		MISCELLANEOUS FUNCTION WORDS	136		
Amanaye †	HIDE	ESCONDER		SPATIAL RELATIONS	2486		
Amanaye †	HIT	BATER		BASIC ACTIONS AND TECHNOLOGY	1433		
Amanaye †	HOLE	BURACO		SPATIAL RELATIONS	1667		
Amanaye †	HONEY	MEL		FOOD AND DRINK	942		
Amanaye †	HORN	CHIFRE		BODY	1393		
Amanaye †	HOT	QUENTE		SENSE PERCEPTION	1286		
Amanaye †	HOUSE	CASA		HOUSE	1252		
Amanaye †	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA		ANIMALS	433		
Amanaye †	HUMMINGBIRD	BEIJA-FLOR / COLIBRI		ANIMALS	1589		
Amanaye †	HUNT	CAÇAR		WARFARE AND HUNTING	1435		
Amanaye †	HUSBAND	MARIDO		KINSHIP	1200		
Amanaye †	I	EU		MISCELLANEOUS FUNCTION WORD	1209		
Amanaye †	INGA	INGÁ					
Amanaye †	INSIDE	DENTRO (DE)			1606		
Amanaye †	JACARÉ / CAIMAN / CROCODILE	JACARÉ		ANIMALS	1857		
Amanaye †	JAGUAR	ONÇA		ANIMALS	1250		
Amanaye †	JUMP			MOTION	1829		
Amanaye †	KILL	MATAR		BODY	1417		
Amanaye †	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR		ANIMALS			
Amanaye †	KNEE	JOELHO		BODY	1371		
Amanaye †	KNIFE	FACA		BASIC ACTIONS AND TECHNOLOGY	1352		
Amanaye †	KNOW	SABER		COGNITION	3626		
Amanaye †	LAKE	LAGO / LAGOA		PHYSICAL WORLD	624		
Amanaye †	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA		ANIMALS			
Amanaye †	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE		ANIMALS			
Amanaye †	LAUGH	RIR		EMOTIONS AND VALUES	1355		
Amanaye †	LEAF	FOLHA		AGRICULTURE AND VEGETATION	628		
Amanaye †	LEARN	APRENDER		COGNITION	504		
Amanaye †	LEAVE / GO OUT	SAIR		MOTION	1752		
Amanaye †	LEG	PERNA		BODY	1297		
Amanaye †	LAY (DOWN)	DEITAR(-SE)		SPATIAL RELATIONS	2071		
Amanaye †	LIVER	FÍGADO		BODY	1224		
Amanaye †	LIZARD	LAGARTO / CALANGO		ANIMALS	632		
Amanaye †	LONG / TALL	COMPRIDO / LONGO / ALTO		PATIALRELATIONS	1203 / 2143		
Amanaye †	LOOK AT	OLHAR		SENSE  AND PERCEPTION	1819		
Amanaye †	GETLOST / LOOSEONES	PERDER-SE		SENSE AND PERCEPTION	423		
Amanaye †	LOUSE	PIOLHO		ANIMALS	1392		
Amanaye †	MACAW	ARARA		ANIMALS	1630		
Amanaye †	MAGGOT / LARVA	LARVA		ANIMALS	/ 2640		
Amanaye †	MAN	HOMEM		KINSHIP	1554		
Amanaye †	MANIOC	MADIOCA		AGRICULTURE AND VEGETATION	927		
Amanaye †	MANY	MUITOS		QUANTITY	1198		
Amanaye †	MEDICINE	REMÉDIO		BODY	1372		
Amanaye †	MILK	LEITE		FOOD AND DRINK	635		
Amanaye †	MONKEY	MACACO		ANIMALS	1350		
Amanaye †	MOON	LUA		PHYSICAL WORLD	1313		
Amanaye †	MORNING	MANHÃ		TIME	1339		
Amanaye †	MOUNTAIN / HILL	MONTANHA / MONTE / MORRO		PHYSICAL WORLD	639 / 2118		
Amanaye †	MOSQUITO	PERNILONGO / MURIÇOCA / CARAPANÃ		ANIMALS	1509		
Amanaye †	MOTHER	MOTHER		KINSHIP	1216		
Amanaye †	MOTHER-IN-LAW (OF MEN)	SOGRA(DE HOMEM)		KINSHIP	2257		
Amanaye †	MOTHER-IN-LAW (OF WOMAN)	SOGRA(DE MULHER)		KINSHIP	2256		
Amanaye †	MOULD	MOFO		PHYSICAL WORLD			
Amanaye †	MOUSTACHE	BIGODE		BODY	1165		
Amanaye †	MOUTH	BOCA		BODY	674		
Amanaye †	NAIL / CLAW	UNHA / GARRA		BODY	2128		
Amanaye †	NAME	NOME		SPEECH AND LANGUAGE	1405		
Amanaye †	NECK	PESCOÇO		BODY	1333		
Amanaye †	NEST	NINHO		ANIMALS	539		
Amanaye †	NEW	NOVO		TIME	1231		
Amanaye †	NIGHT	NOITE		TIME	1233		
Amanaye †	NOSE	NARIZ		BODY	1221		
Amanaye †	NOW	AGORA		TIME	1376		
Amanaye †	OAR	REMO		MOTION	3137		
Amanaye †	OLD (ADJ)	VELHO		TIME	1229		
Amanaye †	ONE	UM		QUANTITY	1493		
Amanaye †	OPEN	ABRIR		SPATIAL RELATIONS	1156		
Amanaye †	OPOSSUM / SKUNK	GAMBÁ		ANIMALS	309		
Amanaye †	OTHER / SOME	OUTRO / ALGUM		MISCELLANEOUS FUNCTION WORDS	197 /1241		
Amanaye †	OWL	CORUJA		ANIMALS	735		
Amanaye †	PACA	PACA		ANIMALS	316		
Amanaye †	PACU FISH	PACU		ANIMALS			
Amanaye †	PAIN / HURT	DOR / MACHUCADO		EMOTIONS AND VALUES	1783 / 2561		
Amanaye †	PAN	PANELA		FOOD AND DRINK	31		
Amanaye †	PAPAYA	MAMÃO		AGRICULTURE AND VEGETATION	2445		
Amanaye †	PARROT	PAPAGAIO		ANIMALS	882		
Amanaye †	PATH / WAY	CAMINHO		MOTION	2252		
Amanaye †	PEACH PALM	PUPUNHA		AGRICULTURE AND VEGETATION			
Amanaye †	PEANUT	AMENDOIM		AGRICULTURE AND VEGETATION	2364		
Amanaye †	PECCARY (COLLARED)	PORCO DO MATO / CAITITU / CAITETU		ANIMALS	435		
Amanaye †	PECCARY (WHITE-LIPPED)	QUEIXADA		ANIMALS	436		
Amanaye †	PENIS	PÊNIS		BODY	1222		
Amanaye †	PEPPER	PIMENTA		FOOD AND DRINK	1385		
Amanaye †	PERSON / HB / SOMEONE	PESSOA / SERHUMANO / ALGUÉM		KINSHIP	683		
Amanaye †	PESTLE	PILÃO		FOOD AND DRINK	225		
Amanaye †	PESTLE (VERB)	PILAR					
Amanaye †	PIERCE	FURAR / ESPETAR		BASIC ACTIONS AND TECHNOLOGY	398		
Amanaye †	PINEAPPLE	ABACAXI		FOOD AND DRINK	2440		
Amanaye †	PIRANHA	PIRANHA		ANIMALS	317		
Amanaye †	PLAY	BRINCAR		EMOTIONS AND VALUES	1413		
Amanaye †	PLAY (2) (CAUSE TO JUMP)			EMOTIONS AND VALUES			
Amanaye †	PORRIDGE	MINGAU		FOOD AND DRINK			
Amanaye †	PUMPKIN	ABÓBORA / MORANGA /		FOOD AND DRINK	864		
Amanaye †	PUT	PÔR / COLOCAR		SPATIAL RELATIONS	998		
Amanaye †	RAIN	CHUVA		PHYSICAL WORLD	658		
Amanaye †	RAT	RATO		ANIMALS	1490		
Amanaye †	RAW	CRU		FOOD AND DRINK	1959		
Amanaye †	RED	VERMELHO		SENSE PERCEPTION	156		
Amanaye †	REMEMBER	LEMBRAR(-SE)		COGNITION	707		
Amanaye †	RESIN	RESINA		THE PHYSICAL WORLD	664		
Amanaye †	RETURN / COME BACK	VIRAR / VOLTAR		MOTION	581		
Amanaye †	RIPE	MADURO		FOOD AND DRINK	178		
Amanaye †	RIVER	RIO		PHYSICAL WORLD	666		
Amanaye †	ROAST	ASSAR		FOOD AND DRINK	1962		
Amanaye †	ROOT	RAÍZ		AGRICULTURE AND VEGETATION	670		
Amanaye †	ROPE	CORDA		BASIC ACTIONS AND TECHNOLOGY	1218		
Amanaye †	ROUND	REDONDO		SPATIAL RELATIONS	1395		
Amanaye †	ROW	REMAR		MOTION	1849		
Amanaye †	RUN	CORRER		MOTION	1519		
Amanaye †	SAD(NESS)	TRISTE(ZA)		EMOTIONS AND VALUES	699		
Amanaye †	SALIVA	SALIVA		BODY	1503		
Amanaye †	SALT	SAL		FOOD AND DRINK	1274		
Amanaye †	SAND	AREIA		PHYSICAL WORLD	1127		
Amanaye †	SAY	DIZER		SPEECH AND LANGUAGE	1458		
Amanaye †	SCARE	ASSUSTAR / AMEDRONTAR		EMOTIONS AND VALUES	252		
Amanaye †	SCORPION	ESCORPIÃO		ANIMALS	1538		
Amanaye †	SEE	VER		SENSE PERCEPTION	1409		
Amanaye †	SEED	SEMENTE		AGRICULTURE AND VEGETATION	714		
Amanaye †	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR		POSSESSION	1468		
Amanaye †	SEND	ENVIAR		MOTION	1127		
Amanaye †	SHAMAN	PAJÉ		RELEGION AND BELIEF	394		
Amanaye †	SHARPEN	AFIAR		SENSE PERCEPTION	251		
Amanaye †	SHELL / BARK	CASCA / PELE		AGRICULTURE AND VEGETATION	1204 / 2127		
Amanaye †	SHELL	CONCHA		ANIMALS	598		
Amanaye †	SHORT	CURTO		SPATIAL RELATIONS	1645		
Amanaye †	SICK / ILL	DOENTE		BODY	1847		
Amanaye †	SING	CANTAR		SPEECH AND LANGUAGE	1261		
Amanaye †	SISTER	IRMÃ		KINSHIP	1263		
Amanaye †	SIT	SENTAR(-SE)		SPATIAL RELATIONS	1416		
Amanaye †	SKIN	PELE		BODY	763		
Amanaye †	SKY	CÉU		PHYSICAL WORLD	1732		
Amanaye †	SLEEP	DORMIR		BODY	1585		
Amanaye †	SLOTH	BICHO PREGUIÇA		ANIMALS	2446		
Amanaye †	SMALL	PEQUENO		SPATIAL RELATIONS	1246		
Amanaye †	SMOKE (N)	FUMAÇA		PHYSICAL WORLD	778		
Amanaye †	SNAIL	CARACOL / LESMA		ANIMALS	1543		
Amanaye †	SNAKE	COBRA		ANIMALS	730		
Amanaye †	SNORE	RONCAR		BODY	1983		
Amanaye †	SON OF WOMAN	FILHO DE MULHER		KINSHIP	1620		
Amanaye †	SON OF MAN	FILHO DE HOMEN		KINSHIP	1620		
Amanaye †	SOUR / ACID /BITTER	AZEDO / AMARGO		SENSE PERCEPTION	1906		
Amanaye †	SPEAK	FALAR		SPEECH AND LANGUAGE	1623		
Amanaye †	SPIDER	ARANHA		ANIMALS	843		
Amanaye †	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ		ANIMALS	434		
Amanaye †	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Amanaye †	SQUIRREL	ESQUILO		ANIMALS	1628		
Amanaye †	STAND	ESTAR DE/EM PÉ / LEVANTAR		BODY	1442		
Amanaye †	STAR	ESTRELA		PHYSICAL WORLD	1430		
Amanaye †	STINGRAY	ARRAIA		ANIMALS	1910		
Amanaye †	STOMACH	ESTÔMAGO		BODY	819		
Amanaye †	STONE	PEDRA		PHYSICAL WORLD	857		
Amanaye †	STRONG	FORTE		BODY	785		
Amanaye †	SUCK	SUGAR / CHUPAR		FOOD AND DRINK	1421		
Amanaye †	SUN	SOL		PHYSICAL WORLD	1343		
Amanaye †	SURUBIM_FISH	PINTADO / BAGRE (?)		ANIMALS			
Amanaye †	SWEEP	VARRER		BASIC ACTIONS AND TECHNOLOGY	230		
Amanaye †	SWEET	DOCE		SENSE PERCEPTION	717		
Amanaye †	SWEET POTATO	BATAT-DOCE		FOOD AND DRINK	159		
Amanaye †	SWIM	NADAR		MOTION	1439		
Amanaye †	TAIL	RABO / CAUDA		BODY	1220		
Amanaye †	TAPIR	ANTA		ANIMALS	312		
Amanaye †	TAYRA	IRARA		ANIMALS			
Amanaye †	TEACH	ENSINAR		COGNITION	709		
Amanaye †	TELL / NARRATE	CONTAR		SPEECH AND LANGUAGE	1711		
Amanaye †	TERMINATE / FINISH	ACABAR / TERMINAR		TIME	1766		
Amanaye †	TERMITE	CUPIM		ANIMALS	883		
Amanaye †	TESTICLES	TESTÍCULOS		BODY	797		
Amanaye †	THAT	AQUELE / AQUILO		MISCELLANEOUS FUNCTION WORDS	78		
Amanaye †	THICK	GROSSO		SPATIAL RELATIONS	1244		
Amanaye †	THING	COISA		POSSESSION	738		
Amanaye †	THIS	ESTE		MISCELLANEOUS FUNCTION WORDS	1214		
Amanaye †	THREE	TRÊS		QUANTITY	492		
Amanaye †	THORN	ESPINHO		AGRICULTURE AND VEGETATION	124		
Amanaye †	THUNDER	TROVÃO		PHYSICAL WORLD	1150		
Amanaye †	THROAT	GARGANTA		BODY	1346		
Amanaye †	TICK	CARRAPATO		ANIMALS	1527		
Amanaye †	TIE	ATAR / AMARRAR		BASIC ACTIONS AND TECHNOLOGY	1917		
Amanaye †	TIMBO LIANA	TIMBÓ		AGRICULTURE AND VEGETATION	2388		
Amanaye †	TINAMOU	INHAMBU / NAMBU / PERDIZ / XORORÓ		ANIMALS			
Amanaye †	TIRED	CANSADO		BODY	1757		
Amanaye †	TOBACCO	FUMO / TABACO		AGRICULTURE AND VEGETATION	974		
Amanaye †	TODAY	HOJE		TIME	1283		
Amanaye †	TOMORROW	AMANHÃ		TIME	1329		
Amanaye †	TONGUE	LÍNGUA		BODY	1205		
Amanaye †	TOOTH	DENTE		BODY	1380		
Amanaye †	TOUCAN	TUCANO		ANIMALS	308		
Amanaye †	TRAHIRA FISH	TRAÍRA		ANIMALS			
Amanaye †	TREE	ÁRVORE		AGRICULTURE AND VEGETATION	906		
Amanaye †	TUCUMA_PALM	TUCUMÃ		AGRICULTURE AND VEGETATION	2439		
Amanaye †	TURTLE	TARTARUGA		ANIMALS	112		
Amanaye †	TWO	DOIS / DUAS		QUANTITY	1498		
Amanaye †	UGLY	FEIO		EMOTIONS AND VALUES	1548		
Amanaye †	UNCLE (MOBR)	TIO (MATERNO)		KINSHIP	2692		
Amanaye †	UNTIE	DESATAR / DESAMARRAR / SOLTAR		BASIC ACTIONS AND TECHNOLOGY	352		
Amanaye †	URINATE	URINAR		BODY			
Amanaye †	VEIN	VEIA		BODY	1924		
Amanaye †	VILLAGE	ALDEIA		SOCIAL AND POLITICAL RELATIONS	930		
Amanaye †	VILLAGE SQUARE	PÁTIO /PRAÇA					
Amanaye †	VOMIT	VOMITAR		BODY	1278		
Amanaye †	VULTURE	URUBÚ		ANIMALS	1185		
Amanaye †	WAKE UP			THE BODY	1602		
Amanaye †	WALK	ANDAR / CAMINHAR		MOTION	1443		
Amanaye †	WANT	QUERER		EMOTIONS AND VALUES	1784		
Amanaye †	WASH	LAVAR		BASIC ACTIONS AND TECHNOLOGY	1453		
Amanaye †	WASP	VESPA		ANIMALS	1517		
Amanaye †	WATER	ÁGUA		PHYSICAL WORLD	948		
Amanaye †	WAX	CERA					
Amanaye †	WE (EXCL)	NÓS		KINSHIP	1130		
Amanaye †	WE (INCL)	NÓS		KINSHIP	1131		
Amanaye †	WEAVE	TECER		BASIC ACTIONS AND TECHNOLOGY	133		
Amanaye †	WET	MOLHADO		SENSE PERCEPTION	1726		
Amanaye †	WHAT (?)	OQUÊ		MISCELLANEOUS FUNCTION WORDS	1236		
Amanaye †	WHITE	BRANCO		SENSE PERCEPTION	1335		
Amanaye †	WHO (?)	QUEM		MISCELLANEOUS FUNCTION WORDS	1235		
Amanaye †	WIFE	ESPOSA		KINSHIP	1199		
Amanaye †	WILD CAT	GATO DO MATO		ANIMALS	2241		
Amanaye †	WILD DOG	CACHORRO DO MATO		ANIMALS	2448		
Amanaye †	WIND	VENTO		PHYSICAL WORLD	960		
Amanaye †	WING	ASA		BODY	1257		
Amanaye †	WING(2)	ASA		BODY	1257		
Amanaye †	WOODPECKER	PICA-PAU		ANIMALS	2447		
Amanaye †	WOMAN	MULHER		KINSHIP	962		
Amanaye †	(EARTH) WORM	VERME / MINHOCA		ANIMALS	2350		
Amanaye †	WOUND	FERIDA		THE BODY	1109		
Amanaye †	YELLOW	AMARELO		SENSE PERCEPTION	1424		
Amanaye †	YOU (SG)	VOCÊ / TU		KINSHIP	1213		
Amanaye †	YOU (PL)	VOCÊS / VÓS		KINSHIP	1213		
Emerillon (Tekó)	ABOVE	EM CIMA (DE)	ʔar / wate kɨti	SPATIAL RELATIONS	1741	2 / 3	
Emerillon (Tekó)	AFTER	DEPOIS (DE)	kor / kobete	SPATIAL RELATIONS	1685	4	
Emerillon (Tekó)	AGOUTI / PACA	CUTIA	akusi	ANIMALS	313	1	
Emerillon (Tekó)	ALL	TODOS / TUDO	pa	QUANTITY	98	1	
Emerillon (Tekó)	ALONE	SÓ / SOZINHO	kər / wote 	QUANTITY	1964		
Emerillon (Tekó)	ANACONDA	SUCURI	boʤuhu	ANIMALS	896	5 7	
Emerillon (Tekó)	ANATTO	URUCU	uruku	AGRICULTURE AND VEGETATION		1	
Emerillon (Tekó)	ANT	FORMIGA	topi	ANIMALS	587	1	
Emerillon (Tekó)	ANTEATER	TAMANDUÁ	tamadua	ANIMALS	181	1	
Emerillon (Tekó)	MOUNTAIN SOURSOP	ARATICUM / JACA DE POBRE		FOOD AND DRINK			
Emerillon (Tekó)	ARM	BRAÇO	eiwa	BODY	1673	1	
Emerillon (Tekó)	ARMADILLO	TATU	tatuhu	ANIMALS	1885	1	
Emerillon (Tekó)	ARRIVE	CHEGAR	dur	MOTION	1387	7	
Emerillon (Tekó)	ARROW	FLECHA	apal / wɨwa	WARFARE AND HUNTING	977	4 / 5	
Emerillon (Tekó)	ASH	CINZA(S)	tanibug	PHYSICAL WORLD	646	4	
Emerillon (Tekó)	AVENGE	VINGAR(-SE)			495		
Emerillon (Tekó)	AXE	MACHADO	jɨ	WARFARE AND HUNTING	677	1	
Emerillon (Tekó)	AÇAÍ PALM	AÇAÍ	wasei	AGRICULTURE AND VEGETATION	2437		
Emerillon (Tekó)	BACK	COSTAS	ape	BODY	1291	1	
Emerillon (Tekó)	BABAÇU	BABAÇU		AGRICULTURE AND VEGETATION			
Emerillon (Tekó)	BAD / EVIL	MAU / MAL / RUIM	aip	EMOTIONS AND VALUES	3764	2	
Emerillon (Tekó)	BAMBOO	TAQUARA / BAMBU	kʷaman	AGRICULTURE AND VEGETATION	1827	1	
Emerillon (Tekó)	BANANA	BANANA	pako	FOOD AND DRINK	868	1	
Emerillon (Tekó)	BASKET	CESTO / CESTA	kazara	BASIC ACTIONS AND TECHNOLOGY	1539	7	
Emerillon (Tekó)	BAT	MORCEGO	andewra	ANIMALS	1793	1	
Emerillon (Tekó)	BATHE	BANHAR-SE	zaug	BODY	138	1	
Emerillon (Tekó)	BEADS	MIÇANGAS / CONTAS	kasuru	CLOTHING AND GROOMING	1860		
Emerillon (Tekó)	BE WRONG	ERRAR / ESTAR ERRADO		EMOTIONS AND VALUES	1390		
Emerillon (Tekó)	BEANS	FEIJÃO	kumana	FOOD AND DRINK	2574	1	
Emerillon (Tekó)	BEARD	BARBA	endewa	BODY	678	1	
Emerillon (Tekó)	BEAUTIFUL	BONITO	wareʔete	EMOTIONS AND VALUES	1427		
Emerillon (Tekó)	BEE	ABELHA	kaʔeir	ANIMALS	665		
Emerillon (Tekó)	BELLY	UMBIGO	ɨe	BODY	1251	3	
Emerillon (Tekó)	BELLYBUTTON	UMBIGO	ponuʔã	BODY	3715	1	
