Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Emerillon (Tekó)	BELOW	EM BAIXO DE / ABAIXO	wɨrarupi /  wɨrakotɨ	SPATIAL RELATIONS	1485	1	
Emerillon (Tekó)	BENCH	BANCO	apɨka		2584	1	
Emerillon (Tekó)	BIG	GRANDE	uhu	SPATIAL RELATIONS	1202	1	
Emerillon (Tekó)	BIRD	PÁSSARO	baʔelaʔɨl	ANIMALS	937	2	
Emerillon (Tekó)	BITE	MORDER	tsuʔu	BODY	1403	1	
Emerillon (Tekó)	BLACK	PRETO	hun	SENSE PERCEPTION	163	1	
Emerillon (Tekó)	BLOOD	SANGUE	ɨwɨkʷer	BODY	946		
Emerillon (Tekó)	BLOW	SOPRAR	pedʒu	MOTION	176	1	
Emerillon (Tekó)	BLUE	AZUL	pɨtubɨgi	SENSE PERCEPTION	837	2	
Emerillon (Tekó)	BONE	OSSO	kawan	BODY	1394	1	
Emerillon (Tekó)	BOW	ARCO	paira	WARFARE AND HUNTING	994		
Emerillon (Tekó)	BOY	MENINO	awakʷelalaʔil	KINSHIP	1366	6	
Emerillon (Tekó)	BRANCH	GALHO	akã	AGRICULTURE AND VEGETATION	1531	1	
Emerillon (Tekó)	BRAZIL NUT	CASTANHA DO PARÁ		FOOD AND DRINK			
Emerillon (Tekó)	BREAK	QUEBRAR / ROMPER	ka	BASIC ACTIONS AND TECHNOLOGY	3020	1	
Emerillon (Tekó)	BREAST	SEIO	kamo	BODY	1402	1	
Emerillon (Tekó)	BREATHE	RESPIRAR	ʤukuʔar	BODY	1407	3	
Emerillon (Tekó)	BROTHER	IRMÃO	kɨwɨr / momini / paʔa (o)	KINSHIP	1262		
Emerillon (Tekó)	BURN (INTR)	QUEIMAR	kaj	PHYSICAL WORLD	2102	1	
Emerillon (Tekó)	BURN (TR)	QUEIMAR	apɨ	PHYSICAL WORLD	141	1	
Emerillon (Tekó)	BURY	ENTERRAR	nõtɨm	BODY	1719	1	
Emerillon (Tekó)	BUTTOCKS	NÁDEGAS	aikʷar	BODY	834	1	
Emerillon (Tekó)	SLASH / GARDEN	ROÇA	kaʔa	AGRICULTURE AND VEGETATION	201	1	
Emerillon (Tekó)	BUTTERFLY	BORBOLETA	bahpanam	ANIMALS	1791	4	
Emerillon (Tekó)	CALABASH / GOURD	CABAÇA, CUIA	kuʤaʔi	AGRICULTURE AND VEGETATION	411		
Emerillon (Tekó)	CANOE	CANOA	ɨal	MOTION	1970	1	
Emerillon (Tekó)	CAPUCHIN MONKEY	MACACO PREGO		ANIMALS			
Emerillon (Tekó)	CAPYBARA	CAPIVARA		ANIMALS	314		
Emerillon (Tekó)	CARÁ ROOT / YAM	INHAME	kara	AGRICULTURE AND VEGETATION	410	1	
Emerillon (Tekó)	CHIEF / MASTER / OWNER	CHEFE / CACIQUE	tazar	SOCIAL AND POLITICAL RELATIONS	2394		
Emerillon (Tekó)	CASHEW	CAJU	akaju	FOOD AND DRINK	2441	1	
Emerillon (Tekó)	CHILD	CRIANÇA	pitaŋ	KINSHIP	2099	1	
Emerillon (Tekó)	CICADA	CIGARRA	takinini	ANIMALS	2353		
Emerillon (Tekó)	CLAW	GARRA	põʔãpẽ	BODY	2128		
Emerillon (Tekó)	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Emerillon (Tekó)	CLOUD	NUVEM	arata-tsiŋ	PHYSICAL WORLD	1489	3 2	
Emerillon (Tekó)	COATI	QUATI	kʷasi	ANIMALS	2389	1	
Emerillon (Tekó)	COCKROACH	BARATA		ANIMALS	1575		
Emerillon (Tekó)	COCOA	CACAU	kakao	AGRICULTURE AND VEGETATION	2442		
Emerillon (Tekó)	COLD	FRIO	ɲuʔaŋ	SENSE PERCEPTION	1287		
Emerillon (Tekó)	COME	VIR	dʒot	MOTION	1446	1	
Emerillon (Tekó)	COMB	PENTE	kɨwa	CLOTHING AND GROOMING	1475	1	
Emerillon (Tekó)	CORN / MAIZE	MILHO	awatsi	AGRICULTURE AND VEGETATION	3686	1	
Emerillon (Tekó)	COTTON	ALGODÃO	muinuju	CLOTHING AND GROOMING	1850	1	
Emerillon (Tekó)	CRAB	CARANGUEIJO	tɨpoko	ANIMALS	2348		
Emerillon (Tekó)	CRICKET (ZOOL)	GRILO	kɨju	ANIMALS	2354	1	
Emerillon (Tekó)	CRY	CHORAR	dʒaʔo	EMOTIONS AND VALUES	1839	1	
Emerillon (Tekó)	CURASSOW	MUTUM	mutu	ANIMALS	315		
Emerillon (Tekó)	CUT	CORTAR	kar	BASIC ACTIONS AND TECHNOLOGY	1432	4	
Emerillon (Tekó)	DANCE	DANÇAR	porahat	MOTION	1579	1	
Emerillon (Tekó)	DAUGHTER OF WOMAN	FILHA DE MULHER		KINSHIP	1357		
Emerillon (Tekó)	DAUGHTER OF MAN	FILHA DE HOMEM	aʤɨr	KINSHIP	1357		
Emerillon (Tekó)	DAY	DIA	at	TIME	1260	1	
Emerillon (Tekó)	DEER	VEADO	ɨuhu / kariʤaku	ANIMALS	1936		
Emerillon (Tekó)	DEFECATE	DEFECAR	posi	BODY	676		
Emerillon (Tekó)	DIE	MORRER	manõ	BODY	1494	1	
Emerillon (Tekó)	DIG	CAVAR	wɨka / kuarog / kanaɲ	AGRICULTURE AND VEGETATION	1418		
Emerillon (Tekó)	DIGGING STICK			AGRICULTURE AND VEGETATION	339		
Emerillon (Tekó)	DIRTY	SUJO	kɨʔa	SENSE PERCEPTION	1230	1	
Emerillon (Tekó)	DO / MAKE	FAZER	mae	BASIC ACTIONS AND TECHNOLOGY	813	5	
Emerillon (Tekó)	DOG	CACHORRO / CÃO	wiwi /  zawar	ANIMALS	2009		
Emerillon (Tekó)	DOOR	PORTA	lapor	THE HOUSE	1567		
Emerillon (Tekó)	DRAW / PAINT	PINTAR / DESENHAR	pihi	BASIC ACTIONS AND TECHNOLOGY	3122	1	
Emerillon (Tekó)	DRESS UP	VESTIR(-SE)	mõde	CLOTHING AND GROOMING	814	2	
Emerillon (Tekó)	DRINK (V)	BEBER	ʔu	FOOD AND DRINK	1401	1	
Emerillon (Tekó)	DRY	SECAR	sikaŋ	BASIC ACTIONS AND TECHNOLOGY	1786		
Emerillon (Tekó)	DRY (STATE)	SECO	karag	SENSE PERCEPTION	1398	1	
Emerillon (Tekó)	EARTH / LAND	TERRA / PAÍS	ɨwɨ	PHYSICAL WORLD	3603	1	
Emerillon (Tekó)	EAR	ORELHA	nami	BODY	1247	1	
Emerillon (Tekó)	EAT (INTR.)	COMER	wa	FOOD AND DRINK	1336	3	
Emerillon (Tekó)	EAT (TR.)	COMER	ʔu	FOOD AND DRINKFOOD AND DRINK	1336		
Emerillon (Tekó)	EGG	OVO	upiʔa	FOOD AND DRINK	744	1	
Emerillon (Tekó)	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	kupai*	ANIMALS	2443		
Emerillon (Tekó)	ENTER	ENTRAR	ike	MOTION	749	1	
Emerillon (Tekó)	EYE	OLHO	ea	BODY	1248	1	
Emerillon (Tekó)	FACE	CARA / ROSTO / FACE	ow	BODY	1560	1	
Emerillon (Tekó)	FALL	CAIR	ʔar	MOTION	1280		
Emerillon (Tekó)	FAR	LONGE	wɨ̃tʃɨ̃	SPATIAL RELATIONS	1406	8	
Emerillon (Tekó)	FAT / GREASE	GORDURA	ka	FOOD AND DRINK	1282	1	
Emerillon (Tekó)	FATHER	PAI	u	KINSHIP	1217	1	
Emerillon (Tekó)	FEAR / BE AFRAID	TEMER / TERMEDO	moɨj	EMOTIONS AND VALUES	1419	2	
Emerillon (Tekó)	FEATHER	PENA / PLUMA	pepo	BODY	1201		
Emerillon (Tekó)	FINGER	DEDO	poãn	BODY	1303	1	
Emerillon (Tekó)	FIRE	FOGO	tata	PHYSICAL WORLD	221	1	
Emerillon (Tekó)	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO	moã	ANIMALS	206	1	
Emerillon (Tekó)	FIREWOOD	LENHA	boɨg	PHYSICAL WORLD	10		
Emerillon (Tekó)	FISH	PEIXE	pira	ANIMALS	227	1	
Emerillon (Tekó)	FISHHOOK	ANZOL	wɨkə	WARFARE AND HUNTING	1074		
Emerillon (Tekó)	FLAT	PLANO / LISO	tãbe	SPATIAL RELATIONS	1633	1	
Emerillon (Tekó)	FLEA / CHIGGER	PULGA		ANIMALS	232		
Emerillon (Tekó)	FLESH / MEAT	CARNE	ɨwɨkʷer	FOOD AND DRINK	2615	4	
Emerillon (Tekó)	FLOUR	FARINHA	panin	FOOD AND DRINK	1594	4	
Emerillon (Tekó)	FLOWER	FLOR	potɨk	AGRICULTURE AND VEGETATION	239	1	
Emerillon (Tekó)	FLY	VOAR	wewe	MOTION	1441	1	
Emerillon (Tekó)	FLY (INSECT)	MOSCA	beru	ANIMALS	1504	2	
Emerillon (Tekó)	FOOD	COMIDA	emiʔu	FOOD AND DRINK	256	1	
Emerillon (Tekó)	FOOT	PÉ	pɨ	BODY	1301	1	
Emerillon (Tekó)	FORGET	ESQUECER	eharaʤ	COGNITION	1523		
Emerillon (Tekó)	FOUR	QUATRO	momkonte	QUANTITY	1500	3	
Emerillon (Tekó)	FROG / TOAD	SAPO	kɨto	ANIMALS	503	2	
Emerillon (Tekó)	FRUIT	FRUTA	baʔepotɨl	FOOD AND DRINK	1507	2	
Emerillon (Tekó)	FULL	CHEIO	pitog	QUANTITY	1429	3	
Emerillon (Tekó)	GATHER	(A)JUNTAR / RECOLHER	naʔaŋ	SPATIAL RELATIONS	7	1	
Emerillon (Tekó)	GENIPA	JENIPAPO / GENIPA	zadupa	AGRICULTURE AND VEGETATION		1	
Emerillon (Tekó)	GIRL	MENINA	wãĩwĩ	KINSHIP	1646	3	
Emerillon (Tekó)	GIVE	DAR	meʔeŋ	POSSESSION	1447	2	
Emerillon (Tekó)	GNAT / PIUM	MOSQUITO / PERNILONGO / BORRACHUDO	nãsĩʔõ	ANIMALS			
Emerillon (Tekó)	GO	IR	o	MOTION	695	1	
Emerillon (Tekó)	GO UP	SUBIR	wɨl	MOTION	705	1	
Emerillon (Tekó)	GOOD / WELL	BOM / BEM	katu	EMOTIONS AND VALUES	1035	1	
Emerillon (Tekó)	GRANDFATHER	AVÔ	amutsi	KINSHIP	1383	1	
Emerillon (Tekó)	GRASS	GRAMA	idʒa	AGRICULTURE AND VEGETATION	606	8	
Emerillon (Tekó)	GREEN	VERDE	kuʔi	SENSE PERCEPTION	1425 / 2382	1	
Emerillon (Tekó)	GROW	CRESCER	kakuwa	SPATIAL RELATIONS	479	3	
Emerillon (Tekó)	GREEN IGUANA	CAMALEÃO	teʤu	ANIMALS	1578		
Emerillon (Tekó)	GUAN / JACU	JACÚ		ANIMALS	437		
Emerillon (Tekó)	HAIR	CABELO	eankaŋara	BODY	2648	3	
Emerillon (Tekó)	HAMMOCK	REDE	kija	HOUSE	2019	4	
Emerillon (Tekó)	HAND	MÃO	po	BODY	1277	1	
Emerillon (Tekó)	HAPPY	FELIZ / CONTENTE	olɨ	EMOTIONS AND VALUES	1495	1	
Emerillon (Tekó)	HAWK	GAVIÃO	tawato	ANIMALS	307	6	
Emerillon (Tekó)	HEAD	CABEÇA	akaŋ	BODY	1256	1	
Emerillon (Tekó)	HEAL	CURAR / SARAR	gʷela	BODY	499	1	
Emerillon (Tekó)	HEAR / LISTEN	ESCUTAR / OUVIR	edu	SENSE PERCEPTION	1408 / 1608	1	
Emerillon (Tekó)	HEART	CORAÇÃO	tunaɨɲ	BODY	1223	3	
Emerillon (Tekó)	HEAVY	PESADO	pohi	SENSE PERCEPTION	1210	1	
Emerillon (Tekó)	HEDGEHOG	OURIÇO / PORCO-ESPINHO	kũĩʔĩ	ANIMALS	1797	2	
Emerillon (Tekó)	HELP	AJUDAR	potɨ̃wõ	SOCIAL AND POLITICAL RELATIONS	1897	1	
Emerillon (Tekó)	HEN / CHICKEN	GALINHA	masakala	ANIMALS	1318	8	
Emerillon (Tekó)	HERE	AQUI	am / atɨ	MISCELLANEOUS FUNCTION WORDS	136		
Emerillon (Tekó)	HIDE	ESCONDER	mim	SPATIAL RELATIONS	2486	1	
Emerillon (Tekó)	HIT	BATER	nopã	BASIC ACTIONS AND TECHNOLOGY	1433	1	
Emerillon (Tekó)	HOLE	BURACO	kʷat	SPATIAL RELATIONS	1667	1	
Emerillon (Tekó)	HONEY	MEL	eir	FOOD AND DRINK	942		
Emerillon (Tekó)	HORN	CHIFRE		BODY	1393		
Emerillon (Tekó)	HOT	QUENTE	aku	SENSE PERCEPTION	1286	1	
Emerillon (Tekó)	HOUSE	CASA	apidʒ	HOUSE	1252	3	
Emerillon (Tekó)	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA	akɨkɨ	ANIMALS	433	1	
Emerillon (Tekó)	HUMMINGBIRD	BEIJA-FLOR / COLIBRI	tukusi	ANIMALS	1589		
Emerillon (Tekó)	HUNT	CAÇAR	wera	WARFARE AND HUNTING	1435		
Emerillon (Tekó)	HUSBAND	MARIDO	men	KINSHIP	1200	1	
Emerillon (Tekó)	I	EU		MISCELLANEOUS FUNCTION WORD	1209		
Emerillon (Tekó)	INGA	INGÁ					
Emerillon (Tekó)	INSIDE	DENTRO (DE)			1606		
Emerillon (Tekó)	JACARÉ / CAIMAN / CROCODILE	JACARÉ	dʒakare	ANIMALS	1857	1	
Emerillon (Tekó)	JAGUAR	ONÇA	dʒawat	ANIMALS	1250	1	
Emerillon (Tekó)	JUMP		tɨɾɨg / kʷəg / potiŋ / por	MOTION	1829		ideo. intr. / ideo. intr. / intr. / intr.
Emerillon (Tekó)	KILL	MATAR	dʒika	BODY	1417	1	
Emerillon (Tekó)	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR		ANIMALS			
Emerillon (Tekó)	KNEE	JOELHO	enɨpuʔa	BODY	1371	1	
Emerillon (Tekó)	KNIFE	FACA	marija	BASIC ACTIONS AND TECHNOLOGY	1352	3	
Emerillon (Tekó)	KNOW	SABER	kuwa	COGNITION	3626	1	
Emerillon (Tekó)	LAKE	LAGO / LAGOA		PHYSICAL WORLD	624		
Emerillon (Tekó)	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA	tɨkadɨɾ	ANIMALS			
Emerillon (Tekó)	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE		ANIMALS			
Emerillon (Tekó)	LAUGH	RIR	dʒeka	EMOTIONS AND VALUES	1355	1	
Emerillon (Tekó)	LEAF	FOLHA	owal	AGRICULTURE AND VEGETATION	628	1	
Emerillon (Tekó)	LEARN	APRENDER	dʒeboʔe	COGNITION	504	1	
Emerillon (Tekó)	LEAVE / GO OUT	SAIR	zaʔog / kʷa	MOTION	1752		
Emerillon (Tekó)	LEG	PERNA	etumã	BODY	1297	1	
Emerillon (Tekó)	LAY (DOWN)	DEITAR(-SE)	poʔam	SPATIAL RELATIONS	2071	1	
Emerillon (Tekó)	LIVER	FÍGADO	pɨʔakʷər	BODY	1224	1	
Emerillon (Tekó)	LIZARD	LAGARTO / CALANGO	teʤu	ANIMALS	632		
Emerillon (Tekó)	LONG / TALL	COMPRIDO / LONGO / ALTO	puku	PATIALRELATIONS	1203 / 2143	1	
Emerillon (Tekó)	LOOK AT	OLHAR	maʔẽ	SENSE  AND PERCEPTION	1819	1	
Emerillon (Tekó)	GETLOST / LOOSEONES	PERDER-SE	opaopar	SENSE AND PERCEPTION	423	2	
Emerillon (Tekó)	LOUSE	PIOLHO	kɨ	ANIMALS	1392	1	
Emerillon (Tekó)	MACAW	ARARA	ara	ANIMALS	1630	1	
Emerillon (Tekó)	MAGGOT / LARVA	LARVA		ANIMALS	/ 2640		
Emerillon (Tekó)	MAN	HOMEM	awakʷel	KINSHIP	1554	3	
Emerillon (Tekó)	MANIOC	MADIOCA	maŋiʔok	AGRICULTURE AND VEGETATION	927	1	
Emerillon (Tekó)	MANY	MUITOS	aɨ	QUANTITY	1198	3	
Emerillon (Tekó)	MEDICINE	REMÉDIO	ipuã	BODY	1372	1	
Emerillon (Tekó)	MILK	LEITE	direr	FOOD AND DRINK	635		
Emerillon (Tekó)	MONKEY	MACACO	kaʔi	ANIMALS	1350	1	
Emerillon (Tekó)	MOON	LUA	dʒaɨ	PHYSICAL WORLD	1313	1	
Emerillon (Tekó)	MORNING	MANHÃ	pɨawe / koʔema	TIME	1339		
Emerillon (Tekó)	MOUNTAIN / HILL	MONTANHA / MONTE / MORRO	wɨtul	PHYSICAL WORLD	639 / 2118		
Emerillon (Tekó)	MOSQUITO	PERNILONGO / MURIÇOCA / CARAPANÃ	jaisio	ANIMALS	1509	1	
Emerillon (Tekó)	MOTHER	MOTHER	ɨ	KINSHIP	1216	1	
Emerillon (Tekó)	MOTHER-IN-LAW (OF MEN)	SOGRA(DE HOMEM)	aje	KINSHIP	2257		
Emerillon (Tekó)	MOTHER-IN-LAW (OF WOMAN)	SOGRA(DE MULHER)	aje	KINSHIP	2256		
Emerillon (Tekó)	MOULD	MOFO		PHYSICAL WORLD			
Emerillon (Tekó)	MOUSTACHE	BIGODE	ebera	BODY	1165	3	
Emerillon (Tekó)	MOUTH	BOCA	ʤuru	BODY	674	1	
Emerillon (Tekó)	NAIL / CLAW	UNHA / GARRA	poapẽ	BODY	2128	1	
Emerillon (Tekó)	NAME	NOME	er	SPEECH AND LANGUAGE	1405	1	
Emerillon (Tekó)	NECK	PESCOÇO	kulukag	BODY	1333	3	
Emerillon (Tekó)	NEST	NINHO	waiti	ANIMALS	539	1	
Emerillon (Tekó)	NEW	NOVO	pɨokatu	TIME	1231	1	
Emerillon (Tekó)	NIGHT	NOITE	pɨa	TIME	1233	1	
Emerillon (Tekó)	NOSE	NARIZ	tsĩ	BODY	1221	1	
Emerillon (Tekó)	NOW	AGORA	aipowe / koe	TIME	1376		
Emerillon (Tekó)	OAR	REMO	pukutʃa	MOTION	3137		
Emerillon (Tekó)	OLD (ADJ)	VELHO	awarer	TIME	1229		
Emerillon (Tekó)	ONE	UM	mozepẽ	QUANTITY	1493	3	
Emerillon (Tekó)	OPEN	ABRIR		SPATIAL RELATIONS	1156		
Emerillon (Tekó)	OPOSSUM / SKUNK	GAMBÁ	bɨkur	ANIMALS	309		
Emerillon (Tekó)	OTHER / SOME	OUTRO / ALGUM	amõ	MISCELLANEOUS FUNCTION WORDS	197 /1241	1	
Emerillon (Tekó)	OWL	CORUJA	tapupu /  kukuŋ	ANIMALS	735		
Emerillon (Tekó)	PACA	PACA	pak	ANIMALS	316	1	
Emerillon (Tekó)	PACU FISH	PACU	paku	ANIMALS			
Emerillon (Tekó)	PAIN / HURT	DOR / MACHUCADO	aɨ	EMOTIONS AND VALUES	1783 / 2561	1	
Emerillon (Tekó)	PAN	PANELA		FOOD AND DRINK	31		
Emerillon (Tekó)	PAPAYA	MAMÃO	bapaʤu	AGRICULTURE AND VEGETATION	2445		
Emerillon (Tekó)	PARROT	PAPAGAIO	kure	ANIMALS	882	1	
Emerillon (Tekó)	PATH / WAY	CAMINHO	pe	MOTION	2252	1	
Emerillon (Tekó)	PEACH PALM	PUPUNHA		AGRICULTURE AND VEGETATION			
Emerillon (Tekó)	PEANUT	AMENDOIM	mudui	AGRICULTURE AND VEGETATION	2364		
Emerillon (Tekó)	PECCARY (COLLARED)	PORCO DO MATO / CAITITU / CAITETU	taitetu	ANIMALS	435		
Emerillon (Tekó)	PECCARY (WHITE-LIPPED)	QUEIXADA	tazau	ANIMALS	436		
Emerillon (Tekó)	PENIS	PÊNIS	ebo	BODY	1222	2	
Emerillon (Tekó)	PEPPER	PIMENTA	kɨʔɨɲ	FOOD AND DRINK	1385	1	
Emerillon (Tekó)	PERSON / HB / SOMEONE	PESSOA / SERHUMANO / ALGUÉM	mun	KINSHIP	683		
Emerillon (Tekó)	PESTLE	PILÃO	soka	FOOD AND DRINK	225		
Emerillon (Tekó)	PESTLE (VERB)	PILAR					
Emerillon (Tekó)	PIERCE	FURAR / ESPETAR	kutsuk	BASIC ACTIONS AND TECHNOLOGY	398	1	
Emerillon (Tekó)	PINEAPPLE	ABACAXI	nana	FOOD AND DRINK	2440	1	
Emerillon (Tekó)	PIRANHA	PIRANHA	pinaɲ	ANIMALS	317		
Emerillon (Tekó)	PLAY	BRINCAR	jimaraj	EMOTIONS AND VALUES	1413	1	
Emerillon (Tekó)	PLAY (2) (CAUSE TO JUMP)		momor	EMOTIONS AND VALUES			
Emerillon (Tekó)	PORRIDGE	MINGAU		FOOD AND DRINK			
Emerillon (Tekó)	PUMPKIN	ABÓBORA / MORANGA /	kurudʒa	FOOD AND DRINK	864	1	
Emerillon (Tekó)	PUT	PÔR / COLOCAR	inuŋ	SPATIAL RELATIONS	998	1	
Emerillon (Tekó)	RAIN	CHUVA	aman	PHYSICAL WORLD	658	1	
Emerillon (Tekó)	RAT	RATO	adudʒa	ANIMALS	1490	1	
Emerillon (Tekó)	RAW	CRU		FOOD AND DRINK	1959		
Emerillon (Tekó)	RED	VERMELHO	piraŋ	SENSE PERCEPTION	156	1	
Emerillon (Tekó)	REMEMBER	LEMBRAR(-SE)	maʔẽ aʔu	COGNITION	707		
Emerillon (Tekó)	RESIN	RESINA		THE PHYSICAL WORLD	664		
Emerillon (Tekó)	RETURN / COME BACK	VIRAR / VOLTAR	zewil	MOTION	581	1	
Emerillon (Tekó)	RIPE	MADURO	tawa	FOOD AND DRINK	178	4	
Emerillon (Tekó)	RIVER	RIO	ʔɨ	PHYSICAL WORLD	666	1	
Emerillon (Tekó)	ROAST	ASSAR	bihir	FOOD AND DRINK	1962		
Emerillon (Tekó)	ROOT	RAÍZ	apo	AGRICULTURE AND VEGETATION	670	1	
Emerillon (Tekó)	ROPE	CORDA	ame	BASIC ACTIONS AND TECHNOLOGY	1218	1	
Emerillon (Tekó)	ROUND	REDONDO		SPATIAL RELATIONS	1395		
Emerillon (Tekó)	ROW	REMAR		MOTION	1849		
Emerillon (Tekó)	RUN	CORRER	nan	MOTION	1519	1	
Emerillon (Tekó)	SAD(NESS)	TRISTE(ZA)		EMOTIONS AND VALUES	699		
Emerillon (Tekó)	SALIVA	SALIVA	adɨkʷər	BODY	1503	2	
Emerillon (Tekó)	SALT	SAL	sautu	FOOD AND DRINK	1274	4	
Emerillon (Tekó)	SAND	AREIA	ɨwɨsiŋ	PHYSICAL WORLD	1127	1	
Emerillon (Tekó)	SAY	DIZER	aʔe	SPEECH AND LANGUAGE	1458	1	
Emerillon (Tekó)	SCARE	ASSUSTAR / AMEDRONTAR	moji	EMOTIONS AND VALUES	252	1	
Emerillon (Tekó)	SCORPION	ESCORPIÃO	sipiɾi	ANIMALS	1538		
Emerillon (Tekó)	SEE	VER	esag	SENSE PERCEPTION	1409	1	
Emerillon (Tekó)	SEED	SEMENTE	aʔɨwan	AGRICULTURE AND VEGETATION	714	1	
Emerillon (Tekó)	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR	ekal	POSSESSION	1468	1	
Emerillon (Tekó)	SEND	ENVIAR	mõdul	MOTION	1127	3	
Emerillon (Tekó)	SHAMAN	PAJÉ	paze	RELEGION AND BELIEF	394		
Emerillon (Tekó)	SHARPEN	AFIAR	aimbe	SENSE PERCEPTION	251	1	
Emerillon (Tekó)	SHELL / BARK	CASCA / PELE	wirer	AGRICULTURE AND VEGETATION	1204 / 2127	2	
Emerillon (Tekó)	SHELL	CONCHA		ANIMALS	598		
Emerillon (Tekó)	SHORT	CURTO	tukug	SPATIAL RELATIONS	1645		
Emerillon (Tekó)	SICK / ILL	DOENTE	baʔelaɨ	BODY	1847	6	
Emerillon (Tekó)	SING	CANTAR		SPEECH AND LANGUAGE	1261		
Emerillon (Tekó)	SISTER	IRMÃ	kuɲa	KINSHIP	1263	3	
Emerillon (Tekó)	SIT	SENTAR(-SE)	apɨg	SPATIAL RELATIONS	1416	1	
Emerillon (Tekó)	SKIN	PELE	pirer	BODY	763		
Emerillon (Tekó)	SKY	CÉU	uwag	PHYSICAL WORLD	1732	1	
Emerillon (Tekó)	SLEEP	DORMIR	ker	BODY	1585	1	
Emerillon (Tekó)	SLOTH	BICHO PREGUIÇA	aʔɨ	ANIMALS	2446	1	
Emerillon (Tekó)	SMALL	PEQUENO	sĩkãĩ	SPATIAL RELATIONS	1246	1	
Emerillon (Tekó)	SMOKE (N)	FUMAÇA	tatatsiŋ	PHYSICAL WORLD	778	1	
Emerillon (Tekó)	SNAIL	CARACOL / LESMA		ANIMALS	1543		
Emerillon (Tekó)	SNAKE	COBRA	moj	ANIMALS	730	1	
Emerillon (Tekó)	SNORE	RONCAR	kerabu	BODY	1983	2	
Emerillon (Tekó)	SON OF WOMAN	FILHO DE MULHER	mebɨl	KINSHIP	1620	1	
Emerillon (Tekó)	SON OF MAN	FILHO DE HOMEN	mebɨl	KINSHIP	1620	1	
Emerillon (Tekó)	SOUR / ACID /BITTER	AZEDO / AMARGO	aɨ	SENSE PERCEPTION	1906	1	
Emerillon (Tekó)	SPEAK	FALAR	jeʔeŋ	SPEECH AND LANGUAGE	1623	1	
Emerillon (Tekó)	SPIDER	ARANHA	zadɨ	ANIMALS	843	1	
Emerillon (Tekó)	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ	kʷata	ANIMALS	434		
Emerillon (Tekó)	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Emerillon (Tekó)	SQUIRREL	ESQUILO	kusipuɾu	ANIMALS	1628		
Emerillon (Tekó)	STAND	ESTAR DE/EM PÉ / LEVANTAR	durug	BODY	1442		
Emerillon (Tekó)	STAR	ESTRELA	sirikə	PHYSICAL WORLD	1430	3	
Emerillon (Tekó)	STINGRAY	ARRAIA	sipari	ANIMALS	1910	1	
Emerillon (Tekó)	STOMACH	ESTÔMAGO		BODY	819		
Emerillon (Tekó)	STONE	PEDRA	takurunaʔɨɲ	PHYSICAL WORLD	857	1	
Emerillon (Tekó)	STRONG	FORTE	kasi	BODY	785	7	
Emerillon (Tekó)	SUCK	SUGAR / CHUPAR	putet	FOOD AND DRINK	1421	1	
Emerillon (Tekó)	SUN	SOL	kʷaraɨ	PHYSICAL WORLD	1343	1	
Emerillon (Tekó)	SURUBIM_FISH	PINTADO / BAGRE (?)	suruwi	ANIMALS		1	
Emerillon (Tekó)	SWEEP	VARRER	wiwir	BASIC ACTIONS AND TECHNOLOGY	230	2	
Emerillon (Tekó)	SWEET	DOCE	ebɨg	SENSE PERCEPTION	717	4	
Emerillon (Tekó)	SWEET POTATO	BATAT-DOCE	zetik	FOOD AND DRINK	159	1	
Emerillon (Tekó)	SWIM	NADAR	ʔɨta	MOTION	1439	3	
Emerillon (Tekó)	TAIL	RABO / CAUDA	uwaj	BODY	1220	1	
Emerillon (Tekó)	TAPIR	ANTA	tapiʔir	ANIMALS	312	1	
Emerillon (Tekó)	TAYRA	IRARA		ANIMALS			
Emerillon (Tekó)	TEACH	ENSINAR	boʔe	COGNITION	709	1	
Emerillon (Tekó)	TELL / NARRATE	CONTAR	mebeʔu	SPEECH AND LANGUAGE	1711	1	
Emerillon (Tekó)	TERMINATE / FINISH	ACABAR / TERMINAR	ba	TIME	1766	1	
Emerillon (Tekó)	TERMITE	CUPIM	kupii	ANIMALS	883	1	
Emerillon (Tekó)	TESTICLES	TESTÍCULOS	apiʔa	BODY	797	1	
Emerillon (Tekó)	THAT	AQUELE / AQUILO	wɨɲ	MISCELLANEOUS FUNCTION WORDS	78		
Emerillon (Tekó)	THICK	GROSSO	-anam	SPATIAL RELATIONS	1244	3	
Emerillon (Tekó)	THING	COISA	mae	POSSESSION	738	2	
Emerillon (Tekó)	THIS	ESTE	aŋ	MISCELLANEOUS FUNCTION WORDS	1214		
